@relation Frampt

@attribute mergeObsZZ_9_10 {-85,-24,-60,-62,0,2,3,25,80,93}
@attribute intermediateReward numeric
@attribute nearestCoin numeric
@attribute nearestCreature numeric
@attribute distancePassedCells numeric
@attribute saltoSeguido numeric
@attribute marioOnGround {true,false}
@attribute marioMode numeric
@attribute reward24 numeric
@attribute coin24 numeric
@attribute creature24 numeric
@attribute distance24 numeric
@attribute salto24 numeric
@attribute ground24 {true,false}
@attribute mode24 numeric
@attribute merge24ObsZZ_9_10 {-85,-24,-60,-62,0,2,3,25,80,93}
@attribute evaluacion numeric
@attribute DOWN {true,false}
@attribute JUMP {true,false}
@attribute LEFT {true,false}
@attribute RIGHT {true,false}
@attribute SPEED {true,false}
@attribute UP {true,false}

@data
0,307,11,11,97,6,false,1,307,11,11,104,5,false,1,0,210,false,true,false,true,false,false
0,307,11,11,97,7,false,1,307,11,11,105,6,false,1,0,240,false,false,false,true,false,false
0,307,11,9,98,0,false,1,307,11,11,105,7,false,1,0,210,false,true,false,true,false,false
0,307,11,7,98,1,false,1,307,11,9,105,0,false,1,0,210,false,true,false,true,false,false
0,307,11,6,98,2,false,1,307,11,7,106,1,false,1,0,240,false,true,false,true,false,false
0,307,11,5,99,3,true,1,307,11,6,106,2,false,1,0,210,false,true,false,true,false,false
0,307,11,4,99,4,true,1,307,11,5,106,3,true,1,0,210,false,true,false,true,false,false
0,307,11,4,99,5,true,1,307,11,4,107,4,true,1,0,240,false,true,false,true,false,false
0,307,11,4,100,6,true,1,307,11,4,107,5,true,1,0,210,false,true,false,true,false,false
0,307,11,2,100,7,true,1,307,11,4,107,6,true,1,0,210,false,true,false,true,false,false
0,307,11,2,100,8,true,1,307,11,2,108,7,true,1,0,240,false,false,false,true,false,false
80,307,11,1,100,0,true,1,307,11,2,108,8,true,1,80,240,false,true,false,true,false,false
0,307,11,3,101,1,true,0,307,11,1,108,0,true,1,0,230,false,true,false,true,false,false
0,307,11,3,101,2,true,0,265,11,3,109,1,true,0,0,-390,false,true,false,true,false,false
0,307,11,3,101,3,true,0,265,11,3,109,2,true,0,0,-390,false,true,false,true,false,false
0,307,11,2,102,4,true,0,265,11,3,109,3,true,0,0,-420,false,true,false,true,false,false
0,307,11,3,102,5,false,0,265,11,2,110,4,true,0,0,-390,false,true,false,true,false,false
0,307,11,3,102,6,false,0,265,11,3,110,5,false,0,0,-390,false,true,false,true,false,false
0,307,11,3,103,7,false,0,265,11,3,111,6,false,0,0,-390,false,true,false,true,false,false
0,307,11,4,103,8,false,0,265,11,3,111,7,false,0,0,-390,false,false,false,true,false,false
0,307,11,11,103,0,false,0,265,11,4,111,8,false,0,0,-390,false,false,false,true,false,false
0,307,11,3,104,0,false,0,265,11,11,112,0,false,0,0,-390,false,false,false,true,false,false
0,307,11,3,104,0,false,0,265,11,3,112,0,false,0,0,-390,false,false,false,true,false,false
0,307,11,11,104,0,true,0,265,11,3,112,0,false,0,0,-390,false,false,false,true,false,false
0,307,11,11,105,0,true,0,265,11,11,113,0,true,0,0,-390,false,false,false,true,false,false
0,307,11,11,105,0,true,0,265,11,11,113,0,true,0,0,-390,false,false,false,true,false,false
0,307,11,7,105,0,false,0,275,11,11,113,0,true,0,0,-240,false,false,false,true,false,false
0,307,11,7,106,0,false,0,275,11,7,114,0,false,0,0,-240,false,false,false,true,false,false
0,307,11,7,106,0,false,0,275,11,7,114,0,false,0,0,-240,false,false,false,true,false,false
0,307,11,6,106,0,false,0,275,11,7,114,0,false,0,0,-240,false,false,false,true,false,false
0,307,11,6,107,0,false,0,275,11,6,115,0,false,0,0,-240,false,true,false,true,false,false
0,307,11,7,107,1,false,0,275,11,6,115,0,false,0,0,-240,false,true,false,true,false,false
0,307,11,6,107,2,false,0,275,11,7,115,1,false,0,0,-240,false,true,false,true,false,false
0,307,11,6,108,3,false,0,275,11,6,116,2,false,0,0,-240,false,true,false,true,false,false
0,307,11,5,108,4,false,0,275,11,6,116,3,false,0,0,-240,false,false,false,true,false,false
0,307,11,4,108,0,false,0,275,11,5,116,4,false,0,0,-240,false,true,false,true,false,false
0,265,11,3,109,1,false,0,275,11,4,117,0,false,0,0,390,false,true,false,true,false,false
0,265,11,2,109,2,true,0,275,11,3,117,1,false,0,0,390,false,true,false,true,false,false
0,265,11,4,109,3,true,0,275,11,2,117,2,true,0,0,390,false,false,false,true,false,false
0,265,11,4,110,0,true,0,275,11,4,118,3,true,0,0,390,false,true,false,true,false,false
0,265,11,5,110,1,false,0,285,11,4,118,0,true,0,0,540,false,true,false,true,false,false
0,265,11,5,111,2,false,0,285,11,5,118,1,false,0,0,510,false,true,false,true,false,false
0,265,11,5,111,3,false,0,285,11,5,119,2,false,0,0,540,false,false,false,true,false,false
0,265,11,4,111,0,false,0,285,11,5,119,3,false,0,0,540,false,true,false,true,false,false
0,265,11,5,112,1,false,0,285,11,4,119,0,false,0,0,510,false,true,false,true,false,false
0,265,11,5,112,2,false,0,285,11,5,120,1,false,0,0,540,false,true,false,true,false,false
0,265,11,5,112,3,false,0,285,11,5,120,2,false,0,0,540,false,false,false,true,false,false
0,265,11,4,113,0,false,0,285,11,5,120,3,false,0,0,510,false,true,false,true,false,false
0,265,11,3,113,1,false,0,285,11,4,121,0,false,0,0,540,false,true,false,true,false,false
0,275,11,2,113,2,false,0,285,11,3,121,1,false,0,0,390,false,true,false,true,false,false
-62,275,11,5,114,3,true,0,285,11,2,121,2,false,0,-62,360,false,true,false,true,false,false
0,275,11,5,114,4,true,0,285,11,5,122,3,true,0,0,390,false,true,false,true,false,false
-62,275,11,4,114,5,false,0,295,11,5,122,4,true,0,-62,540,false,true,false,true,false,false
0,275,11,2,115,6,true,0,295,11,4,122,5,false,0,0,510,false,true,false,true,false,false
0,275,11,2,115,7,true,0,295,11,2,123,6,true,0,0,540,false,true,false,true,false,false
80,275,11,1,115,8,true,0,295,11,2,123,7,true,0,80,540,false,false,false,true,false,false
0,275,11,5,116,0,true,0,295,11,1,123,8,true,0,0,510,false,false,false,true,false,false
0,275,11,4,116,0,true,0,295,11,5,124,0,true,0,0,540,false,false,false,true,false,false
0,275,11,3,116,0,true,0,295,11,4,124,0,true,0,0,540,false,false,false,true,false,false
0,275,11,11,117,0,false,0,305,11,3,124,0,true,0,0,660,false,false,false,true,false,false
0,275,11,11,117,0,false,0,305,11,11,125,0,false,0,0,690,false,false,false,true,false,false
0,275,11,11,117,0,false,0,305,11,11,125,0,false,0,0,690,false,true,false,true,false,false
0,275,11,11,118,1,false,0,305,11,11,125,0,false,0,0,660,false,true,false,true,false,false
0,285,11,11,118,2,false,0,305,11,11,126,1,false,0,0,540,false,true,false,true,false,false
-62,285,11,11,118,3,false,0,305,11,11,126,2,false,0,-62,540,false,true,false,true,false,false
0,285,11,11,119,4,false,0,305,11,11,127,3,false,0,0,540,false,true,false,true,false,false
0,285,11,11,119,5,false,0,305,11,11,127,4,false,0,0,540,false,false,false,true,false,false
0,285,11,11,119,0,false,0,305,11,11,127,5,false,0,0,540,false,false,false,true,false,false
0,285,11,11,120,0,false,0,305,11,11,128,0,false,0,0,540,false,false,false,true,false,false
0,285,11,11,120,0,true,0,305,11,11,128,0,false,0,0,540,false,false,false,true,false,false
0,285,11,11,120,0,true,0,305,11,11,128,0,true,0,0,540,false,false,false,true,false,false
0,285,11,11,121,0,true,0,305,11,11,129,0,true,0,0,540,false,false,false,true,false,false
0,285,11,11,121,0,true,0,305,11,11,129,0,true,0,0,540,false,false,false,true,false,false
0,285,11,11,121,0,true,0,305,11,11,129,0,true,0,0,540,false,true,false,true,false,false
0,285,11,11,122,1,true,0,305,11,11,130,0,true,0,0,540,false,true,false,true,false,false
0,295,11,11,122,2,true,0,305,11,11,130,1,true,0,0,390,false,true,false,true,false,false
0,295,11,9,122,3,true,0,305,11,11,130,2,true,0,0,390,false,true,false,true,false,false
0,295,11,9,123,4,true,0,305,11,9,131,3,true,0,0,390,false,true,false,true,false,false
0,295,11,8,123,5,true,0,305,11,9,131,4,true,0,0,390,false,false,false,true,false,false
0,295,11,7,123,0,true,0,305,11,8,131,5,true,0,0,390,false,true,false,true,false,false
0,295,11,6,124,1,false,0,305,11,7,132,0,true,0,0,390,false,true,false,true,false,false
0,295,11,11,124,2,false,0,305,11,6,132,1,false,0,0,390,false,true,false,true,false,false
0,305,11,4,124,3,false,0,305,11,11,132,2,false,0,0,240,false,true,false,true,false,false
0,305,11,4,125,4,false,0,305,11,4,133,3,false,0,0,240,false,false,false,true,false,false
0,305,11,4,125,0,false,0,305,11,4,133,4,false,0,0,240,false,false,false,true,false,false
0,305,11,4,125,0,false,0,305,11,4,133,0,false,0,0,240,false,false,false,true,false,false
0,305,11,4,126,0,false,0,305,11,4,134,0,false,0,0,240,false,false,false,true,false,false
0,305,11,4,126,0,false,0,305,11,4,134,0,false,0,0,240,false,false,false,true,false,false
0,305,11,11,127,0,false,0,305,11,4,134,0,false,0,0,210,false,false,false,true,false,false
0,305,11,11,127,0,false,0,305,11,11,135,0,false,0,0,240,false,false,false,true,false,false
0,305,11,11,127,0,true,0,305,11,11,135,0,false,0,0,240,false,false,false,true,false,false
-60,305,11,11,128,0,true,0,305,11,11,135,0,true,0,-60,210,false,false,false,true,false,false
-60,305,11,11,128,0,false,0,315,11,11,136,0,true,0,-60,390,false,false,false,true,false,false
-60,305,11,11,128,0,false,0,315,11,11,136,0,false,0,-60,390,false,false,false,true,false,false
-60,305,11,11,129,0,false,0,315,11,11,136,0,false,0,-60,360,false,true,false,true,false,false
0,305,11,11,129,1,false,0,315,11,11,136,0,false,0,0,360,false,true,false,true,false,false
0,305,11,11,129,2,false,0,315,11,11,136,1,false,0,0,360,false,true,false,true,false,false
0,305,11,11,130,3,false,0,315,11,11,136,2,false,0,0,330,false,true,false,true,false,false
0,305,11,11,130,4,false,0,315,11,11,136,3,false,0,0,330,false,true,false,true,false,false
0,305,11,11,130,5,false,0,315,11,11,136,4,false,0,0,330,false,true,false,true,false,false
0,305,11,11,131,6,false,0,315,11,11,137,5,false,0,0,330,false,true,false,true,false,false
0,305,11,11,131,7,false,0,315,11,11,137,6,false,0,0,330,false,true,false,true,false,false
0,305,11,11,131,8,true,0,315,11,11,137,7,false,0,0,330,false,false,false,true,false,false
0,305,11,11,132,0,true,0,315,11,11,137,8,true,0,0,300,false,true,false,true,false,false
0,305,11,11,132,1,true,0,315,11,11,137,0,true,0,0,300,false,true,false,true,false,false
0,305,11,7,132,2,true,0,315,11,11,137,1,true,0,0,300,false,true,false,true,false,false
0,305,11,7,133,3,true,0,315,11,7,138,2,true,0,0,300,false,true,false,true,false,false
0,305,11,7,133,4,true,0,315,11,7,138,3,true,0,0,300,false,true,false,true,false,false
0,305,11,7,133,5,true,0,315,11,7,138,4,true,0,0,300,false,false,false,true,false,false
0,305,11,6,134,0,true,0,315,11,7,138,5,true,0,0,270,false,false,false,true,false,false
0,305,11,6,134,0,true,0,315,11,6,139,0,true,0,0,300,false,false,false,true,false,false
0,305,11,6,134,0,true,0,315,11,6,139,0,true,0,0,300,false,false,false,true,false,false
0,305,11,5,135,0,true,0,315,11,6,139,0,true,0,0,270,false,false,false,true,false,false
0,305,11,6,135,0,false,0,315,11,5,140,0,true,0,0,300,false,false,false,true,false,false
0,305,11,7,135,0,false,0,315,11,6,140,0,false,0,0,300,false,false,false,true,false,false
0,315,11,7,136,0,false,0,315,11,7,140,0,false,0,0,120,false,true,false,true,false,false
0,315,11,7,136,1,false,0,315,11,7,141,0,false,0,0,150,false,true,false,true,false,false
0,315,11,7,136,2,false,0,315,11,7,141,1,false,0,0,150,false,true,false,true,false,false
0,315,11,11,136,3,false,0,315,11,7,141,2,false,0,0,150,false,true,false,true,false,false
0,315,11,11,136,4,false,0,315,11,11,141,3,false,0,0,150,false,true,false,true,false,false
0,315,11,11,136,5,false,0,315,11,11,142,4,false,0,0,180,false,true,false,true,false,false
0,315,11,6,136,6,false,0,315,11,11,142,5,false,0,0,180,false,true,false,true,false,false
0,315,11,5,136,7,false,0,315,11,6,142,6,false,0,0,180,false,true,false,true,false,false
0,315,11,4,137,8,false,0,315,11,5,143,7,false,0,0,180,false,false,false,true,false,false
0,315,11,4,137,0,false,0,315,11,4,143,8,false,0,0,180,false,false,false,true,false,false
0,315,11,9,137,0,false,0,315,11,4,143,0,false,0,0,180,false,false,false,true,false,false
0,315,11,8,137,0,true,0,315,11,9,144,0,false,0,0,210,false,false,false,true,false,false
0,315,11,8,137,0,true,0,315,11,8,144,0,true,0,0,210,false,true,false,true,false,false
0,315,11,7,137,1,true,0,315,11,8,144,0,true,0,0,210,false,true,false,true,false,false
0,315,11,7,138,2,true,0,315,11,7,145,1,true,0,0,210,false,true,false,true,false,false
0,315,11,7,138,3,true,0,315,11,7,145,2,true,0,0,210,false,true,false,true,false,false
0,315,11,6,138,4,true,0,315,11,7,145,3,true,0,0,210,false,true,false,true,false,false
0,315,11,6,138,5,true,0,315,11,6,146,4,true,0,0,240,false,true,false,true,false,false
0,315,11,6,139,6,true,0,315,11,6,146,5,true,0,0,210,false,true,false,true,false,false
0,315,11,5,139,7,true,0,315,11,6,146,6,true,0,0,210,false,true,false,true,false,false
0,315,11,5,139,8,true,0,315,11,5,147,7,true,0,0,240,false,false,false,true,false,false
0,315,11,5,140,0,true,0,315,11,5,147,8,true,0,0,210,false,true,false,true,false,false
0,315,11,5,140,1,false,0,315,11,5,147,0,true,0,0,210,false,true,false,true,false,false
0,315,11,6,140,2,false,0,315,11,5,148,1,false,0,0,240,false,true,false,true,false,false
0,315,11,11,141,3,false,0,315,11,6,148,2,false,0,0,210,false,true,false,true,false,false
0,315,11,11,141,4,false,0,315,11,11,148,3,false,0,0,210,false,true,false,true,false,false
0,315,11,11,141,5,false,0,315,11,11,149,4,false,0,0,240,false,true,false,true,false,false
0,315,11,11,141,6,false,0,315,11,11,149,5,false,0,0,240,false,true,false,true,false,false
0,315,11,11,142,7,false,0,315,11,11,149,6,false,0,0,210,false,true,false,true,false,false
0,315,11,11,142,8,false,0,315,11,11,150,7,false,0,0,240,false,false,false,true,false,false
0,315,11,11,142,0,false,0,315,11,11,150,8,false,0,0,240,false,false,false,true,false,false
0,315,11,11,143,0,false,0,315,11,11,150,0,false,0,0,210,false,false,false,true,false,false
0,315,11,11,143,0,false,0,315,11,11,151,0,false,0,0,240,false,false,false,true,false,false
0,315,11,11,143,0,false,0,315,11,11,151,0,false,0,0,240,false,false,false,true,false,false
0,315,11,11,144,0,true,0,315,11,11,152,0,false,0,0,240,false,false,false,true,false,false
0,315,11,11,144,0,true,0,315,11,11,152,0,true,0,0,240,false,false,false,true,false,false
0,315,11,9,144,0,false,0,315,11,11,152,0,true,0,0,240,false,true,false,true,false,false
0,315,11,8,145,1,false,0,315,11,9,153,0,false,0,0,240,false,true,false,true,false,false
-85,315,11,7,145,2,false,0,315,11,8,153,1,false,0,-85,240,false,true,false,true,false,false
-85,315,11,6,145,3,false,0,315,11,7,153,2,false,0,-85,240,false,true,false,true,false,false
-85,315,11,4,146,4,true,0,315,11,6,153,3,false,0,-85,210,false,true,false,true,false,false
-85,315,11,4,146,5,true,0,315,11,4,153,4,true,0,-85,210,false,true,false,true,false,false
-85,315,11,4,146,6,true,0,315,11,4,153,5,true,0,-85,210,false,true,false,true,false,false
-85,315,11,4,147,7,true,0,315,11,4,153,6,true,0,-85,180,false,true,false,true,false,false
-85,315,11,4,147,8,true,0,315,11,4,153,7,true,0,-85,180,false,false,false,true,false,false
-85,315,11,4,147,0,true,0,315,11,4,153,8,true,0,-85,180,false,true,false,true,false,false
-85,315,11,4,148,1,true,0,315,11,4,153,0,true,0,-85,150,false,true,false,true,false,false
-85,315,11,4,148,2,true,0,315,11,4,153,1,true,0,-85,150,false,true,false,true,false,false
-85,315,11,5,148,3,false,0,315,11,4,153,2,true,0,-85,150,false,true,false,true,false,false
0,315,11,6,149,4,false,0,315,11,5,153,3,false,0,0,120,false,true,false,true,false,false
0,315,11,7,149,5,false,0,315,11,6,153,4,false,0,0,120,false,true,false,true,false,false
0,315,11,7,149,6,false,0,315,11,7,153,5,false,0,0,120,false,true,false,true,false,false
0,315,11,7,150,7,false,0,315,11,7,153,6,false,0,0,90,false,true,false,true,false,false
0,315,11,7,150,8,false,0,315,11,7,153,7,false,0,0,90,false,false,false,true,false,false
0,315,11,7,150,0,false,0,315,11,7,154,8,false,0,0,120,false,false,false,true,false,false
0,315,11,7,151,0,false,0,315,11,7,154,0,false,0,0,90,false,false,false,true,false,false
0,315,11,6,151,0,false,0,315,11,7,154,0,false,0,0,90,false,false,false,true,false,false
0,315,11,6,152,0,false,0,315,11,6,154,0,false,0,0,60,false,false,false,true,false,false
0,315,11,4,152,0,true,0,315,11,6,154,0,false,0,0,60,false,false,false,true,false,false
0,315,11,3,152,0,true,0,315,11,4,154,0,true,0,0,60,false,true,false,true,false,false
0,315,11,3,153,1,true,0,315,11,3,155,0,true,0,0,60,false,true,false,true,false,false
0,315,11,3,153,2,true,0,315,11,3,155,1,true,0,0,60,false,true,false,true,false,false
0,315,11,3,153,3,true,0,315,11,3,155,2,true,0,0,60,false,true,false,true,false,false
0,315,11,11,153,4,false,0,315,11,3,155,3,true,0,0,60,false,true,false,true,false,false
0,315,6,11,153,5,false,0,315,11,11,156,4,false,0,0,90,false,true,false,true,false,false
0,315,8,11,153,6,false,0,315,6,11,156,5,false,0,0,90,false,false,false,true,false,false
0,315,6,11,153,0,false,0,315,8,11,156,6,false,0,0,90,false,true,false,true,false,false
0,315,6,11,153,1,false,0,315,6,11,157,0,false,0,0,120,false,true,false,true,false,false
0,315,6,11,153,2,false,0,315,6,11,157,1,false,0,0,120,false,true,false,true,false,false
0,315,4,11,153,3,false,0,315,6,11,157,2,false,0,0,120,false,true,false,true,false,false
0,315,4,11,153,4,false,0,315,4,11,158,3,false,0,0,150,false,false,false,true,false,false
0,315,4,11,153,0,false,0,315,4,11,158,4,false,0,0,150,false,true,false,true,false,false
0,315,5,11,153,1,false,0,315,4,11,158,0,false,0,0,150,false,true,false,true,false,false
0,315,4,11,153,2,false,0,315,5,11,158,1,false,0,0,150,false,true,false,true,false,false
0,315,5,11,153,3,false,0,315,4,11,159,2,false,0,0,180,false,true,false,true,false,false
0,315,5,11,153,4,false,0,315,5,11,159,3,false,0,0,180,false,true,false,true,false,false
0,315,5,9,153,5,false,0,315,5,11,159,4,false,0,0,180,false,true,false,true,false,false
0,315,11,7,154,6,false,0,315,5,9,160,5,false,0,0,180,false,true,false,true,false,false
0,315,11,6,154,7,false,0,315,11,7,160,6,false,0,0,180,false,true,false,true,false,false
0,315,11,5,154,8,true,0,315,11,6,160,7,false,0,0,180,false,false,false,true,false,false
0,315,11,5,154,0,true,0,315,11,5,161,8,true,0,0,210,false,false,false,true,false,false
0,315,11,5,154,0,true,0,315,11,5,161,0,true,0,0,210,false,false,false,true,false,false
0,315,7,3,154,0,true,0,315,11,5,161,0,true,0,0,210,false,false,false,true,false,false
0,315,7,3,155,0,true,0,315,7,3,162,0,true,0,0,210,false,true,false,true,false,false
0,315,7,3,155,1,true,0,315,7,3,162,0,true,0,0,210,false,true,false,true,false,false
0,315,6,2,155,2,true,0,315,7,3,162,1,true,0,0,210,false,true,false,true,false,false
0,315,7,2,155,3,false,0,315,6,2,163,2,true,0,0,240,false,false,false,true,false,false
0,315,7,3,156,0,false,0,315,7,2,163,3,false,0,0,210,false,true,false,true,false,false
0,315,6,11,156,1,false,0,315,7,3,163,0,false,0,0,210,false,true,false,true,false,false
0,315,6,11,156,2,false,0,315,6,11,164,1,false,0,0,240,false,true,false,true,false,false
0,315,6,11,157,3,false,0,315,6,11,164,2,false,0,0,210,false,true,false,true,false,false
0,315,4,11,157,4,false,0,315,6,11,164,3,false,0,0,210,false,true,false,true,false,false
0,315,5,11,157,5,false,0,315,4,11,165,4,false,0,0,240,false,true,false,true,false,false
0,315,6,11,158,6,true,0,315,5,11,165,5,false,0,0,210,false,true,false,true,false,false
-60,315,5,11,158,7,true,0,315,6,11,165,6,true,0,-60,210,false,true,false,true,false,false
-60,315,5,11,158,8,true,0,315,5,11,166,7,true,0,-60,240,false,false,false,true,false,false
-60,315,5,11,158,0,true,0,315,5,11,166,8,true,0,-60,240,false,true,false,true,false,false
-60,315,5,11,159,1,true,0,315,5,11,166,0,true,0,-60,210,false,true,false,true,false,false
-60,315,4,11,159,2,false,0,315,5,11,166,1,true,0,-60,210,false,true,false,true,false,false
0,315,3,11,159,3,false,0,315,4,11,166,2,false,0,0,210,false,true,false,true,false,false
0,315,2,11,160,4,false,0,315,3,11,166,3,false,0,0,180,false,true,false,true,false,false
0,315,2,11,160,5,false,0,315,2,11,166,4,false,0,0,180,false,true,false,true,false,false
2,315,1,11,160,6,false,0,315,2,11,166,5,false,0,2,180,false,true,false,true,false,false
2,315,1,11,161,7,false,0,315,1,11,167,6,false,0,2,180,false,true,false,true,false,false
2,315,1,11,161,8,false,0,315,1,11,167,7,false,0,2,180,false,false,false,true,false,false
2,315,1,11,161,0,false,0,315,1,11,167,8,false,0,2,180,false,true,false,true,false,false
2,315,1,11,162,1,false,0,315,1,11,167,0,false,0,2,150,false,true,false,true,false,false
0,315,2,11,162,2,false,0,315,1,11,167,1,false,0,0,150,false,true,false,true,false,false
2,315,1,9,162,3,true,0,347,2,11,167,2,false,0,2,630,false,false,false,true,false,false
2,315,1,9,163,0,true,0,347,1,9,168,3,true,0,2,630,false,true,false,true,false,false
2,315,1,9,163,1,true,0,347,1,9,168,0,true,0,2,630,false,true,false,true,false,false
0,315,2,9,163,2,true,0,347,1,9,168,1,true,0,0,630,false,false,false,true,false,false
2,315,1,8,164,0,true,0,363,2,9,168,2,true,0,2,840,false,true,false,true,false,false
2,315,1,8,164,1,true,0,363,1,8,169,0,true,0,2,870,false,true,false,true,false,false
0,315,2,9,164,2,false,0,379,1,8,169,1,true,0,0,1110,false,true,false,true,false,false
0,315,2,11,165,3,false,0,411,2,9,169,2,false,0,0,1560,false,true,false,true,false,false
0,315,3,11,165,4,false,0,411,2,11,170,3,false,0,0,1590,false,true,false,true,false,false
0,315,3,11,165,5,false,0,411,3,11,170,4,false,0,0,1590,false,true,false,true,false,false
0,315,7,11,166,6,false,0,411,3,11,170,5,false,0,0,1560,false,true,false,true,false,false
0,315,9,11,166,7,false,0,411,7,11,171,6,false,0,0,1590,false,true,false,true,false,false
0,315,9,11,166,8,false,0,411,9,11,171,7,false,0,0,1590,false,false,false,true,false,false
0,315,9,11,166,0,false,0,411,9,11,171,8,false,0,0,1590,false,true,false,true,false,false
0,315,6,11,166,1,false,0,411,9,11,171,0,false,0,0,1590,false,true,false,true,false,false
0,315,6,11,166,2,false,0,411,6,11,172,1,false,0,0,1620,false,true,false,true,false,false
0,315,8,11,166,3,false,0,411,6,11,172,2,false,0,0,1620,false,true,false,true,false,false
0,315,7,11,166,4,false,0,411,8,11,172,3,false,0,0,1620,false,true,false,true,false,false
0,315,8,5,167,5,false,0,411,7,11,173,4,false,0,0,1620,false,true,false,true,false,false
0,315,6,4,167,6,false,0,411,8,5,173,5,false,0,0,1620,false,true,false,true,false,false
0,315,11,11,167,7,true,0,411,6,4,173,6,false,0,0,1620,false,true,false,true,false,false
0,315,11,11,167,8,true,0,411,11,11,174,7,true,0,0,1650,false,false,false,true,false,false
0,315,11,11,167,0,true,0,411,11,11,174,8,true,0,0,1650,false,true,false,true,false,false
0,347,11,11,167,1,false,0,411,11,11,174,0,true,0,0,1170,false,true,false,true,false,false
0,347,11,11,168,2,true,0,411,11,11,175,1,false,0,0,1170,false,true,false,true,false,false
0,347,11,11,168,3,true,0,411,11,11,175,2,true,0,0,1170,false,true,false,true,false,false
0,347,11,11,168,4,true,0,411,11,11,175,3,true,0,0,1170,false,true,false,true,false,false
0,363,11,11,168,5,true,0,411,11,11,176,4,true,0,0,960,false,true,false,true,false,false
0,363,11,11,169,6,true,0,411,11,11,176,5,true,0,0,930,false,false,false,true,false,false
-24,379,11,11,169,0,true,0,411,11,11,176,6,true,0,-24,690,false,true,false,true,false,false
-24,411,11,11,169,1,true,0,411,11,11,177,0,true,0,-24,240,false,true,false,true,false,false
0,411,11,11,170,2,false,0,411,11,11,177,1,true,0,0,210,false,true,false,true,false,false
0,411,5,11,170,3,false,0,411,11,11,177,2,false,0,0,210,false,true,false,true,false,false
0,411,4,11,170,4,false,0,411,5,11,177,3,false,0,0,210,false,true,false,true,false,false
0,411,4,11,171,5,false,0,411,4,11,177,4,false,0,0,180,false,true,false,true,false,false
0,411,4,11,171,6,false,0,411,4,11,177,5,false,0,0,180,false,true,false,true,false,false
0,411,5,11,171,7,false,0,411,4,11,178,6,false,0,0,210,false,true,false,true,false,false
0,411,5,11,171,8,false,0,411,5,11,178,7,false,0,0,210,false,false,false,true,false,false
0,411,11,11,172,0,true,0,411,5,11,178,8,false,0,0,180,false,false,false,true,false,false
0,411,11,11,172,0,true,0,411,11,11,178,0,true,0,0,180,false,false,false,true,false,false
0,411,11,11,172,0,true,0,411,11,11,178,0,true,0,0,180,false,false,false,true,false,false
0,411,11,11,173,0,false,0,411,11,11,178,0,true,0,0,150,false,false,false,true,false,false
-24,411,11,11,173,0,true,0,411,11,11,179,0,false,0,-24,180,false,false,false,true,false,false
-24,411,11,11,173,0,true,0,411,11,11,179,0,true,0,-24,180,false,false,false,true,false,false
-24,411,11,11,174,0,true,0,411,11,11,179,0,true,0,-24,150,false,false,false,true,false,false
-24,411,11,11,174,0,true,0,411,11,11,179,0,true,0,-24,150,false,true,false,true,false,false
-24,411,11,11,174,1,true,0,411,11,11,179,0,true,0,-24,150,false,true,false,true,false,false
-24,411,11,11,175,2,true,0,411,11,11,179,1,true,0,-24,120,false,true,false,true,false,false
-24,411,11,11,175,3,true,0,411,11,11,179,2,true,0,-24,120,false,true,false,true,false,false
0,411,11,11,175,4,false,0,411,11,11,179,3,true,0,0,120,false,true,false,true,false,false
0,411,11,11,176,5,false,0,411,11,11,179,4,false,0,0,90,false,true,false,true,false,false
0,411,11,11,176,6,false,0,411,11,11,179,5,false,0,0,90,false,true,false,true,false,false
0,411,11,11,176,7,false,0,411,11,11,179,6,false,0,0,90,false,true,false,true,false,false
0,411,11,11,177,8,false,0,411,11,11,180,7,false,0,0,90,false,false,false,true,false,false
0,411,11,11,177,0,false,0,411,11,11,180,8,false,0,0,90,false,true,false,true,false,false
0,411,11,11,177,1,false,0,411,11,11,180,0,false,0,0,90,false,true,false,true,false,false
0,411,11,11,177,2,true,0,411,11,11,180,1,false,0,0,90,false,true,false,true,false,false
0,411,11,11,177,3,true,0,411,11,11,180,2,true,0,0,90,false,true,false,true,false,false
0,411,11,8,177,4,false,0,411,11,11,180,3,true,0,0,90,false,true,false,true,false,false
0,411,11,7,178,5,true,0,411,11,8,181,4,false,0,0,90,false,true,false,true,false,false
0,411,11,7,178,6,true,0,411,11,7,181,5,true,0,0,90,false,true,false,true,false,false
0,411,11,7,178,7,true,0,411,11,7,181,6,true,0,0,90,false,true,false,true,false,false
0,411,11,6,178,8,true,0,411,11,7,181,7,true,0,0,90,false,false,false,true,false,false
0,411,11,6,178,0,true,0,411,11,6,182,8,true,0,0,120,false,true,false,true,false,false
0,411,11,6,178,1,true,0,411,11,6,182,0,true,0,0,120,false,true,false,true,false,false
0,411,11,5,179,2,true,0,411,11,6,182,1,true,0,0,90,false,true,false,true,false,false
0,411,11,5,179,3,true,0,411,11,5,183,2,true,0,0,120,false,true,false,true,false,false
0,411,11,6,179,4,false,0,411,11,5,183,3,true,0,0,120,false,true,false,true,false,false
0,411,11,5,179,5,false,0,411,11,6,183,4,false,0,0,120,false,true,false,true,false,false
0,411,11,11,179,6,false,0,411,11,5,184,5,false,0,0,150,false,true,false,true,false,false
